//X;Y;Z;R;G;B;Number_of_Returns;Return_Number;Time;Intensity
0.53500181;11.21500015;2.22540569;105;91;65;1.000000;1.000000;68266.117188;9733.000000
0.57400179;11.26900005;2.21040559;126;115;106;1.000000;1.000000;68266.117188;7786.000000
0.64300179;11.32100010;2.20840573;118;105;97;1.000000;1.000000;68266.117188;7138.000000
0.67500180;11.34700012;2.20540571;115;102;93;1.000000;1.000000;68266.117188;7138.000000
0.81600177;11.44400024;2.20640564;109;97;83;1.000000;1.000000;68266.117188;9733.000000
0.93000180;11.53999996;2.19440556;115;102;93;1.000000;1.000000;68266.117188;7138.000000
0.95100182;11.56299973;2.18840575;120;107;98;1.000000;1.000000;68266.117188;7786.000000
0.99100178;11.58600044;2.19140577;123;123;132;1.000000;1.000000;68266.117188;7138.000000
1.01700175;11.60799980;2.18840575;103;103;111;1.000000;1.000000;68266.117188;7138.000000
1.10500181;11.67500019;2.18340564;112;118;130;1.000000;1.000000;68266.117188;7786.000000
0.90200180;10.30300045;2.86140561;141;132;123;1.000000;1.000000;68266.164063;6489.000000
0.88700181;10.35099983;2.82940578;98;97;91;1.000000;1.000000;68266.164063;3244.000000
0.82900178;10.39299965;2.78240561;153;131;125;1.000000;1.000000;68266.164063;649.000000
0.06200180;10.82699966;2.21540570;146;132;123;1.000000;1.000000;68266.164063;9084.000000
0.10000180;10.85799980;2.21340561;166;152;143;1.000000;1.000000;68266.164063;7786.000000
0.18300180;10.91899967;2.21340561;161;147;138;1.000000;1.000000;68266.164063;7786.000000
0.21500181;10.94799995;2.20940566;134;120;111;1.000000;1.000000;68266.164063;7138.000000
0.25600180;10.97700024;2.21040559;153;139;130;1.000000;1.000000;68266.164063;7786.000000
0.29700181;11.00699997;2.21040559;165;151;142;1.000000;1.000000;68266.164063;7786.000000
0.33400181;11.03400040;2.20940566;161;148;139;1.000000;1.000000;68266.164063;7786.000000
0.42600179;11.09000015;2.21540570;160;143;134;1.000000;1.000000;68266.164063;7786.000000
0.73400182;11.32699966;2.20340562;120;107;98;1.000000;1.000000;68266.164063;7138.000000
0.89400178;11.44799995;2.19640565;124;111;102;1.000000;1.000000;68266.164063;7138.000000
0.95000178;11.49400043;2.19140577;125;112;103;1.000000;1.000000;68266.164063;7138.000000
1.01500177;11.53900051;2.19040561;151;138;129;1.000000;1.000000;68266.164063;7138.000000
1.06700182;11.58500004;2.18340564;103;85;75;1.000000;1.000000;68266.164063;7138.000000
1.10100186;11.60599995;2.18440557;158;145;132;1.000000;1.000000;68266.164063;7786.000000
1.16000175;11.64999962;2.18140578;166;155;146;1.000000;1.000000;68266.164063;7138.000000
0.90800178;10.32999992;2.81540561;113;113;97;1.000000;1.000000;68266.210938;6489.000000
0.89600182;10.35400009;2.79740572;100;100;91;1.000000;1.000000;68266.210938;5191.000000
0.83400178;10.39700031;2.74840569;169;152;144;1.000000;1.000000;68266.210938;649.000000
0.24300180;10.90200043;2.21240568;158;144;135;1.000000;1.000000;68266.210938;7138.000000
0.29500180;10.93099976;2.21740556;150;136;127;1.000000;1.000000;68266.210938;6489.000000
0.33800179;10.96000004;2.21840572;159;145;136;1.000000;1.000000;68266.210938;6489.000000
0.55300182;11.12500000;2.21140575;134;120;111;1.000000;1.000000;68266.210938;7786.000000
0.58700180;11.15100002;2.21040559;125;110;103;1.000000;1.000000;68266.210938;7786.000000
0.61800182;11.17800045;2.20740557;123;111;100;1.000000;1.000000;68266.210938;7786.000000
0.65800178;11.20300007;2.20840573;120;107;97;1.000000;1.000000;68266.210938;7138.000000
0.75700182;11.27799988;2.20440578;121;108;102;1.000000;1.000000;68266.210938;7138.000000
0.87900180;11.37699986;2.19640565;126;112;103;1.000000;1.000000;68266.218750;7138.000000
0.97400182;11.44700050;2.19240570;141;128;122;1.000000;1.000000;68266.218750;7138.000000
1.00600183;11.46899986;2.19240570;148;135;127;1.000000;1.000000;68266.218750;7138.000000
1.21500182;11.62300014;2.18340564;178;165;156;1.000000;1.000000;68266.218750;7138.000000
1.23100185;11.64599991;2.17440557;163;149;138;1.000000;1.000000;68266.218750;7786.000000
1.29600179;11.78900051;2.10940576;171;162;155;1.000000;1.000000;68266.218750;6489.000000
0.91000181;10.30700016;2.79640555;142;136;126;1.000000;1.000000;68266.265625;6489.000000
0.89300179;10.35400009;2.76340556;103;98;91;1.000000;1.000000;68266.265625;5191.000000
0.86600178;10.37600040;2.73940563;108;101;97;1.000000;1.000000;68266.265625;5191.000000
0.18300180;10.79399967;2.21440578;163;149;140;1.000000;1.000000;68266.265625;7138.000000
0.21800180;10.82299995;2.21140575;168;154;145;1.000000;1.000000;68266.265625;7138.000000
0.26800179;10.85299969;2.21540570;145;131;122;1.000000;1.000000;68266.265625;6489.000000
0.29600179;10.88300037;2.21040559;159;145;136;1.000000;1.000000;68266.265625;7138.000000
0.42300180;10.96700001;2.21340561;150;140;134;1.000000;1.000000;68266.265625;7138.000000
0.51500177;11.02200031;2.22040558;150;129;112;1.000000;1.000000;68266.265625;7138.000000
0.58400178;11.04800034;2.23340559;138;117;88;1.000000;1.000000;68266.265625;10382.000000
0.63700181;11.12800026;2.20840573;132;119;111;1.000000;1.000000;68266.265625;7786.000000
0.95600182;11.37500000;2.19240570;125;111;97;1.000000;1.000000;68266.265625;9084.000000
0.98600179;11.39799976;2.19040561;161;148;142;1.000000;1.000000;68266.265625;7138.000000
1.15700185;11.53299999;2.17740560;162;149;140;1.000000;1.000000;68266.265625;9084.000000
1.18800175;11.55500031;2.17640567;160;147;138;1.000000;1.000000;68266.265625;7138.000000
1.24200177;11.67500019;2.12240577;168;150;140;1.000000;1.000000;68266.265625;6489.000000
1.31200182;11.73999977;2.10840559;159;152;146;1.000000;1.000000;68266.265625;6489.000000
0.90200180;10.32800007;2.75040579;127;117;105;1.000000;1.000000;68266.312500;5191.000000
0.89600182;10.35299969;2.73440576;107;99;93;1.000000;1.000000;68266.312500;5191.000000
0.81500179;10.39500046;2.67640567;176;162;156;1.000000;1.000000;68266.312500;649.000000
0.06100180;10.64900017;2.21340561;167;151;137;1.000000;1.000000;68266.312500;7786.000000
0.22600180;10.77200031;2.21240568;165;148;138;1.000000;1.000000;68266.312500;7138.000000
0.31500179;10.82900047;2.21640563;150;136;127;1.000000;1.000000;68266.312500;6489.000000
0.43400180;10.91600037;2.21540570;159;144;137;1.000000;1.000000;68266.312500;6489.000000
0.52100182;10.97000027;2.21940565;150;136;124;1.000000;1.000000;68266.312500;6489.000000
0.72900182;11.12699986;2.21340561;126;114;101;1.000000;1.000000;68266.312500;9084.000000
0.90700179;11.27499962;2.19840574;127;113;100;1.000000;1.000000;68266.312500;7138.000000
0.93400180;11.30099964;2.19340563;126;112;101;1.000000;1.000000;68266.312500;7786.000000
0.99200177;11.34700012;2.18940568;148;135;129;1.000000;1.000000;68266.312500;7786.000000
1.25900185;11.56999969;2.15940571;150;134;121;1.000000;1.000000;68266.312500;7138.000000
0.86500180;10.24199963;2.75240564;124;120;104;1.000000;1.000000;68266.359375;2595.000000
0.88900179;10.27000046;2.74640560;130;125;117;1.000000;1.000000;68266.359375;4542.000000
0.89900178;10.32200050;2.72240567;129;122;106;1.000000;1.000000;68266.359375;5191.000000
0.89200181;10.34599972;2.70540571;102;98;85;1.000000;1.000000;68266.359375;4542.000000
0.84400183;10.39299965;2.65940571;142;130;126;1.000000;1.000000;68266.367188;2595.000000
0.17700180;10.68200016;2.21140575;169;151;141;1.000000;1.000000;68266.367188;7786.000000
0.21900180;10.71199989;2.21240568;155;137;127;1.000000;1.000000;68266.367188;7786.000000
0.25400180;10.74199963;2.20940566;158;140;130;1.000000;1.000000;68266.367188;7786.000000
0.29500180;10.77200031;2.20940566;177;159;149;1.000000;1.000000;68266.367188;7786.000000
0.33800179;10.80099964;2.21040559;154;137;127;1.000000;1.000000;68266.367188;7786.000000
0.38400179;10.82900047;2.21340561;151;135;119;1.000000;1.000000;68266.367188;7786.000000
0.42200181;10.85700035;2.21240568;154;141;125;1.000000;1.000000;68266.367188;7786.000000
0.50100178;10.91300011;2.21240568;153;133;117;1.000000;1.000000;68266.367188;7786.000000
0.56700182;10.93900013;2.22540569;175;153;130;1.000000;1.000000;68266.367188;11680.000000
0.68800181;11.04500008;2.21240568;146;123;108;1.000000;1.000000;68266.367188;9084.000000
0.76300180;11.09599972;2.21340561;122;111;83;1.000000;1.000000;68266.367188;10382.000000
0.93300182;11.24400043;2.19340563;126;112;101;1.000000;1.000000;68266.367188;7786.000000
1.00100183;11.28999996;2.19440556;148;135;129;1.000000;1.000000;68266.367188;7138.000000
1.02600181;11.31299973;2.19040561;141;128;122;1.000000;1.000000;68266.367188;7138.000000
1.05800176;11.33699989;2.18840575;150;137;129;1.000000;1.000000;68266.367188;7138.000000
1.14900184;11.40299988;2.18540573;153;139;137;1.000000;1.000000;68266.367188;9733.000000
1.17500186;11.42500019;2.18240571;174;157;150;1.000000;1.000000;68266.367188;9084.000000
1.20800185;11.44700050;2.18240571;160;147;138;1.000000;1.000000;68266.367188;7138.000000
1.31300175;11.63500023;2.10440564;160;153;147;1.000000;1.000000;68266.367188;6489.000000
1.34900177;11.65299988;2.10740566;159;152;146;1.000000;1.000000;68266.367188;5840.000000
0.90300179;10.27999973;2.71840572;141;135;121;1.000000;1.000000;68266.414063;5191.000000
0.91100180;10.30599976;2.70740557;142;136;122;1.000000;1.000000;68266.414063;6489.000000
0.90600181;10.33100033;2.69140577;116;109;92;1.000000;1.000000;68266.414063;5191.000000
0.88200182;10.35400009;2.66840577;96;94;85;1.000000;1.000000;68266.414063;5191.000000
0.81100178;10.39900017;2.61340570;168;152;145;1.000000;1.000000;68266.414063;649.000000
0.14400180;10.60900021;2.21040559;168;154;145;1.000000;1.000000;68266.414063;7138.000000
0.61100179;10.92500019;2.22240567;160;133;104;1.000000;1.000000;68266.414063;11680.000000
0.63600183;10.95199966;2.21640563;140;126;115;1.000000;1.000000;68266.414063;9084.000000
0.65800178;10.97900009;2.20940566;132;118;107;1.000000;1.000000;68266.414063;7786.000000
0.68500179;11.00399971;2.20540571;137;123;115;1.000000;1.000000;68266.414063;7786.000000
0.75200182;11.05599976;2.20240569;130;109;104;1.000000;1.000000;68266.414063;7786.000000
0.84700179;11.10400009;2.21340561;148;129;112;1.000000;1.000000;68266.414063;9733.000000
1.03900182;11.27099991;2.19040561;157;144;138;1.000000;1.000000;68266.414063;7138.000000
1.27500176;11.44900036;2.17740560;150;135;123;1.000000;1.000000;68266.414063;7138.000000
1.27600181;11.52499962;2.12840557;149;131;118;1.000000;1.000000;68266.414063;7138.000000
1.28600180;11.57499981;2.10040569;165;152;148;1.000000;1.000000;68266.414063;7786.000000
0.89600182;10.33100033;2.66140556;114;107;89;1.000000;1.000000;68266.460938;3244.000000
0.85500181;10.37899971;2.61740565;60;53;48;1.000000;1.000000;68266.460938;2595.000000
0.13400181;10.55799961;2.20940566;105;94;93;1.000000;1.000000;68266.460938;7786.000000
0.30800179;10.68000031;2.21140575;174;156;146;1.000000;1.000000;68266.460938;7138.000000
0.38500181;10.73799992;2.21040559;166;148;136;1.000000;1.000000;68266.460938;7138.000000
0.44100180;10.76599979;2.21740556;158;144;133;1.000000;1.000000;68266.460938;6489.000000
0.47300181;10.79500008;2.21440578;156;141;131;1.000000;1.000000;68266.460938;7138.000000
0.65600181;10.93000031;2.21140575;157;143;132;1.000000;1.000000;68266.460938;9084.000000
0.68500179;10.95499992;2.20740557;145;131;120;1.000000;1.000000;68266.460938;7786.000000
0.72700179;10.98099995;2.20940566;141;127;116;1.000000;1.000000;68266.460938;9084.000000
0.85300177;11.08100033;2.20240569;134;115;101;1.000000;1.000000;68266.460938;7786.000000
0.98100179;11.17800045;2.19640565;127;113;111;1.000000;1.000000;68266.468750;7138.000000
1.00500178;11.20199966;2.19240570;144;130;129;1.000000;1.000000;68266.468750;7138.000000
1.24700177;11.38000011;2.18140578;169;151;142;1.000000;1.000000;68266.468750;7138.000000
1.29600179;11.47399998;2.14140558;153;135;121;1.000000;1.000000;68266.468750;6489.000000
0.88000178;10.25500011;2.67340565;137;129;116;1.000000;1.000000;68266.515625;3244.000000
0.90100181;10.28299999;2.66740561;125;122;107;1.000000;1.000000;68266.515625;4542.000000
0.90400177;10.30799961;2.65440559;114;117;100;1.000000;1.000000;68266.515625;3244.000000
0.89100182;10.35799980;2.62040567;97;96;84;1.000000;1.000000;68266.515625;3244.000000
0.85300177;10.38099957;2.59140563;58;50;45;1.000000;1.000000;68266.515625;2595.000000
0.08700180;10.47599983;2.21240568;52;51;57;1.000000;1.000000;68266.515625;9733.000000
0.11700180;10.50599957;2.20740557;62;60;71;1.000000;1.000000;68266.515625;9733.000000
0.19800180;10.56900024;2.20640564;150;137;129;1.000000;1.000000;68266.515625;7786.000000
0.32500181;10.65799999;2.20840573;165;146;132;1.000000;1.000000;68266.515625;7786.000000
0.36800179;10.68799973;2.20840573;167;151;138;1.000000;1.000000;68266.515625;7786.000000
0.45400181;10.74400043;2.21140575;160;143;133;1.000000;1.000000;68266.515625;7786.000000
0.60500181;10.82699966;2.22640562;150;122;91;1.000000;1.000000;68266.515625;11680.000000
0.64800179;10.88000011;2.21240568;175;150;135;1.000000;1.000000;68266.515625;9084.000000
0.67800182;10.90600014;2.21040559;159;142;132;1.000000;1.000000;68266.515625;9084.000000
0.71400177;10.93200016;2.20940566;166;152;141;1.000000;1.000000;68266.515625;9084.000000
0.78000182;10.98299980;2.20640564;150;136;125;1.000000;1.000000;68266.515625;9084.000000
1.00500178;11.15299988;2.19740558;152;138;137;1.000000;1.000000;68266.515625;7138.000000
1.05900180;11.20100021;2.19040561;145;132;125;1.000000;1.000000;68266.515625;7138.000000
1.08500183;11.22299957;2.18740559;147;134;128;1.000000;1.000000;68266.515625;7786.000000
1.27600181;11.35400009;2.18540573;174;156;146;1.000000;1.000000;68266.515625;7138.000000
0.88300180;10.25399971;2.65440559;138;127;115;1.000000;1.000000;68266.562500;2595.000000
0.17700180;10.51300049;2.20740557;55;49;59;1.000000;1.000000;68266.562500;7138.000000
0.26400179;10.57400036;2.20940566;159;145;132;1.000000;1.000000;68266.562500;7138.000000
0.29900181;10.60400009;2.20640564;162;144;132;1.000000;1.000000;68266.562500;7138.000000
0.39900181;10.66199970;2.21440578;170;153;137;1.000000;1.000000;68266.562500;6489.000000
0.44400179;10.69200039;2.21640563;159;138;129;1.000000;1.000000;68266.562500;6489.000000
0.47400180;10.71899986;2.21340561;173;154;144;1.000000;1.000000;68266.562500;7138.000000
0.53100181;10.74600029;2.22140574;166;149;133;1.000000;1.000000;68266.562500;6489.000000
0.64100182;10.80000019;2.23540568;173;143;118;1.000000;1.000000;68266.562500;10382.000000
0.65800178;10.85500050;2.21040559;169;147;130;1.000000;1.000000;68266.562500;9084.000000
0.72900182;10.90699959;2.20940566;157;143;132;1.000000;1.000000;68266.562500;9084.000000
0.79300177;10.95800018;2.20540571;149;135;124;1.000000;1.000000;68266.562500;7786.000000
0.98000181;11.10400009;2.19440556;133;120;111;1.000000;1.000000;68266.562500;7786.000000
0.89500183;10.35099983;2.58540559;129;126;113;1.000000;1.000000;68266.617188;6489.000000
0.07700180;10.35700035;2.23440576;151;133;123;1.000000;1.000000;68266.617188;5191.000000
0.06700180;10.38800049;2.21340561;152;137;128;1.000000;1.000000;68266.617188;7138.000000
0.09600180;10.41899967;2.20740557;72;62;67;1.000000;1.000000;68266.617188;7786.000000
0.17600180;10.48200035;2.20540571;52;49;60;1.000000;1.000000;68266.617188;7138.000000
0.34400180;10.60099983;2.20740557;159;141;129;1.000000;1.000000;68266.617188;7138.000000
0.43100181;10.65900040;2.21040559;168;152;140;1.000000;1.000000;68266.617188;7138.000000
0.47600180;10.68700027;2.21240568;172;152;142;1.000000;1.000000;68266.617188;7138.000000
0.64400178;10.74100018;2.25240564;154;141;117;1.000000;1.000000;68266.617188;9733.000000
0.73100179;10.87500000;2.20840573;163;149;140;1.000000;1.000000;68266.617188;9084.000000
0.76200181;10.90100002;2.20640564;155;138;130;1.000000;1.000000;68266.617188;9084.000000
1.07200181;11.14400005;2.18840575;152;139;131;1.000000;1.000000;68266.617188;7138.000000
1.10600185;11.16499996;2.18940568;155;142;132;1.000000;1.000000;68266.617188;7138.000000
1.31900179;11.44600010;2.09940577;158;151;143;1.000000;1.000000;68266.617188;7138.000000
0.86800182;10.23600006;2.62340569;143;130;119;1.000000;1.000000;68266.664063;1947.000000
0.88300180;10.36499977;2.55640578;121;121;109;1.000000;1.000000;68266.664063;3244.000000
0.09400180;10.38000011;2.21340561;141;125;114;1.000000;1.000000;68266.664063;7138.000000
0.11900180;10.41100025;2.20640564;63;51;57;1.000000;1.000000;68266.664063;7786.000000
0.16300181;10.44200039;2.20640564;53;51;65;1.000000;1.000000;68266.664063;7786.000000
0.19800180;10.47399998;2.20340562;53;51;62;1.000000;1.000000;68266.664063;7138.000000
0.24400181;10.50399971;2.20540571;49;41;45;1.000000;1.000000;68266.664063;7138.000000
0.28800181;10.53299999;2.20740557;153;140;135;1.000000;1.000000;68266.664063;7138.000000
0.32700181;10.56400013;2.20540571;162;145;135;1.000000;1.000000;68266.664063;7138.000000
0.38200179;10.59300041;2.21240568;161;143;134;1.000000;1.000000;68266.664063;6489.000000
0.40700179;10.62300014;2.20540571;156;139;130;1.000000;1.000000;68266.664063;7138.000000
0.50900179;10.67800045;2.21640563;162;149;133;1.000000;1.000000;68266.664063;6489.000000
0.59800178;10.70600033;2.23740578;131;123;99;1.000000;1.000000;68266.664063;7138.000000
0.74000180;10.73000050;2.28340578;88;83;53;1.000000;1.000000;68266.664063;9733.000000
0.71500182;10.75899982;2.25640559;67;73;41;1.000000;1.000000;68266.664063;10382.000000
0.68500179;10.78600025;2.22640562;134;109;80;1.000000;1.000000;68266.664063;10382.000000
0.71900183;10.84000015;2.20840573;163;149;136;1.000000;1.000000;68266.664063;9084.000000
0.75300181;10.86499977;2.20840573;170;154;141;1.000000;1.000000;68266.664063;9084.000000
0.78800178;10.89099979;2.20740557;170;152;141;1.000000;1.000000;68266.664063;9084.000000
0.82500178;10.91600037;2.20740557;156;141;131;1.000000;1.000000;68266.664063;9084.000000
0.91100180;10.96399975;2.21440578;134;121;97;1.000000;1.000000;68266.664063;9733.000000
0.94900179;10.98700047;2.21640563;115;94;63;1.000000;1.000000;68266.664063;11680.000000
1.06300175;11.10799980;2.19040561;158;145;138;1.000000;1.000000;68266.664063;7138.000000
1.09900177;11.13099957;2.19140577;152;139;130;1.000000;1.000000;68266.664063;7138.000000
1.20700181;11.22200012;2.17940569;163;149;146;1.000000;1.000000;68266.664063;7786.000000
1.38200176;11.45100021;2.10640574;157;152;149;1.000000;1.000000;68266.664063;6489.000000
1.96700180;10.71599960;10.56140614;142;157;182;1.000000;1.000000;68261.453125;2595.000000
1.53900182;10.58800030;10.40440559;122;139;159;1.000000;1.000000;68261.500000;2595.000000
1.42600179;10.57699966;10.39340591;182;203;223;1.000000;1.000000;68261.500000;2595.000000
0.85800183;10.40799999;9.85940552;76;89;100;1.000000;1.000000;68261.703125;649.000000
0.83700180;10.41499996;9.58540535;75;84;103;1.000000;1.000000;68261.804688;3893.000000
0.84600180;10.43500042;9.05140591;37;42;45;1.000000;1.000000;68262.000000;5191.000000
0.85500181;10.41499996;8.81340599;44;46;45;1.000000;1.000000;68262.101563;5191.000000
0.81300181;10.41899967;8.44940567;91;102;114;1.000000;1.000000;68262.250000;4542.000000
0.85100180;10.42100048;8.34840584;39;46;45;1.000000;1.000000;68262.304688;4542.000000
0.85600179;10.41100025;8.24440575;50;55;60;1.000000;1.000000;68262.351563;4542.000000
0.82900178;10.41499996;8.13640594;39;52;52;1.000000;1.000000;68262.398438;4542.000000
0.85600179;10.40999985;8.04940605;59;57;55;1.000000;1.000000;68262.453125;4542.000000
0.85900182;10.40900040;7.95140553;69;69;61;1.000000;1.000000;68262.500000;4542.000000
0.85200179;10.41199970;7.85940552;50;51;45;1.000000;1.000000;68262.554688;4542.000000
0.86100179;10.39700031;7.76740551;88;88;83;1.000000;1.000000;68262.601563;4542.000000
0.79300177;10.39999962;7.75540590;194;215;228;1.000000;1.000000;68262.601563;649.000000
0.82800180;10.40499973;7.67040586;46;56;60;1.000000;1.000000;68262.648438;9733.000000
0.87500179;10.36999989;7.58740568;139;143;144;1.000000;1.000000;68262.703125;1298.000000
0.81700182;10.41699982;7.56440544;62;77;85;1.000000;1.000000;68262.703125;3893.000000
0.87400180;10.35500050;7.49640560;149;151;149;1.000000;1.000000;68262.750000;1298.000000
0.82200181;10.41400051;7.47040558;25;36;40;1.000000;1.000000;68262.750000;3893.000000
0.87400180;10.37199974;7.29140568;139;142;143;1.000000;1.000000;68262.851563;2595.000000
0.81900179;10.39700031;7.27540588;29;41;47;1.000000;1.000000;68262.851563;4542.000000
0.81200182;10.40900040;7.16840553;88;104;114;1.000000;1.000000;68262.898438;4542.000000
0.86800182;10.37800026;7.09640551;126;130;123;1.000000;1.000000;68262.953125;3893.000000
0.87600178;10.34599972;7.00940561;153;161;157;1.000000;1.000000;68263.000000;649.000000
0.85700178;10.39000034;6.90140581;76;75;72;1.000000;1.000000;68263.054688;4542.000000
0.80500180;10.40100002;6.88840580;119;133;146;1.000000;1.000000;68263.054688;1947.000000
0.87700182;10.33600044;6.83640575;171;176;179;1.000000;1.000000;68263.101563;649.000000
0.87700182;10.37100029;6.74240589;147;149;146;1.000000;1.000000;68263.148438;1947.000000
0.83800179;10.40900040;6.63140583;62;60;59;1.000000;1.000000;68263.203125;7138.000000
0.78300178;10.40699959;6.62140560;204;217;225;1.000000;1.000000;68263.203125;649.000000
0.87200183;10.39500046;6.47240543;115;114;105;1.000000;1.000000;68263.304688;5840.000000
0.82600182;10.40600014;6.45940590;37;37;41;1.000000;1.000000;68263.304688;5840.000000
0.76300180;10.37399960;6.45640564;216;225;232;1.000000;1.000000;68263.304688;649.000000
0.88700181;10.36800003;6.40040588;121;119;106;1.000000;1.000000;68263.351563;2595.000000
0.79900181;10.40299988;6.37140560;93;99;111;1.000000;1.000000;68263.351563;4542.000000
0.87300181;10.38500023;6.30740547;81;79;71;1.000000;1.000000;68263.406250;4542.000000
0.83200181;10.40400028;6.29240561;16;17;22;1.000000;1.000000;68263.406250;5191.000000
0.78000182;10.39900017;6.28440571;7;4;11;1.000000;1.000000;68263.406250;649.000000
0.89100182;10.31799984;6.25140572;129;119;109;2.000000;1.000000;68263.453125;649.000000
0.82400179;10.39500046;6.21440554;12;15;20;1.000000;1.000000;68263.453125;6489.000000
0.77500182;10.39099979;6.20540571;155;119;100;1.000000;1.000000;68263.453125;649.000000
0.87700182;10.38700008;6.13940573;89;85;81;1.000000;1.000000;68263.500000;4542.000000
0.84000182;10.40999985;6.12440586;8;11;10;1.000000;1.000000;68263.500000;6489.000000
0.78200179;10.38800049;6.11840582;168;115;118;1.000000;1.000000;68263.500000;1947.000000
0.80900180;10.40400028;6.03740549;33;34;42;1.000000;1.000000;68263.554688;4542.000000
0.89300179;10.32600021;5.99340582;152;140;127;1.000000;1.000000;68263.601563;649.000000
0.79400182;10.40999985;5.94640589;183;187;193;1.000000;1.000000;68263.601563;1298.000000
0.78600180;10.39400005;5.79040575;199;204;207;1.000000;1.000000;68263.703125;1298.000000
0.89500183;10.32400036;5.68540573;159;144;135;2.000000;1.000000;68263.804688;649.000000
0.84500182;10.39000034;5.65240574;18;19;20;1.000000;1.000000;68263.804688;5191.000000
0.80200177;10.38899994;5.64240551;80;81;91;1.000000;1.000000;68263.804688;5191.000000
0.79000181;10.39999962;5.56040573;229;215;220;1.000000;1.000000;68263.851563;649.000000
0.78500181;10.40100002;5.48140574;168;121;122;2.000000;1.000000;68263.906250;649.000000
0.77100182;10.37100029;5.41240549;163;121;122;2.000000;1.000000;68263.953125;649.000000
0.86300182;10.36999989;5.36540556;89;81;75;1.000000;1.000000;68264.007813;5191.000000
0.79800183;10.39500046;5.34040546;138;103;108;1.000000;1.000000;68264.007813;1298.000000
0.88300180;10.31000042;5.31440544;146;132;119;2.000000;1.000000;68264.054688;1298.000000
0.87100178;10.36900043;5.07240582;108;99;87;1.000000;1.000000;68264.203125;5191.000000
0.80500180;10.38700008;5.04840565;52;33;43;1.000000;1.000000;68264.203125;4542.000000
0.81100178;10.38700008;4.98140574;37;36;41;1.000000;1.000000;68264.257813;5191.000000
0.79700178;10.38899994;4.83740568;41;42;46;1.000000;1.000000;68264.359375;1298.000000
0.81500179;10.38599968;4.77640581;36;35;41;1.000000;1.000000;68264.406250;4542.000000
0.82700181;10.37600040;4.71640587;31;29;34;1.000000;1.000000;68264.453125;5191.000000
0.79500180;10.38500023;4.70340586;46;47;51;1.000000;1.000000;68264.453125;1298.000000
0.84600180;10.37199974;4.66040564;58;54;52;1.000000;1.000000;68264.507813;5191.000000
0.81800181;10.38199997;4.64840555;33;32;38;1.000000;1.000000;68264.507813;4542.000000
0.80700183;10.39099979;4.57240582;40;39;44;1.000000;1.000000;68264.554688;1298.000000
0.83700180;10.38300037;4.52040577;41;36;42;1.000000;1.000000;68264.609375;4542.000000
0.87300181;10.32400036;4.36740589;130;125;114;1.000000;1.000000;68264.757813;5191.000000
0.81500179;10.37800026;4.32840586;176;120;120;1.000000;1.000000;68264.757813;4542.000000
0.84800178;10.37100029;4.28040552;85;49;46;1.000000;1.000000;68264.804688;5191.000000
0.87300181;10.33300018;4.24240589;119;118;106;1.000000;1.000000;68264.859375;5191.000000
0.83400178;10.36900043;4.15640545;83;46;43;1.000000;1.000000;68264.906250;5191.000000
0.81100178;10.38500023;4.14240551;186;122;123;1.000000;1.000000;68264.906250;1947.000000
0.87100178;10.29899979;4.14040565;147;147;135;1.000000;1.000000;68264.960938;5191.000000
0.87100178;10.32800007;4.12840557;125;120;108;1.000000;1.000000;68264.960938;5191.000000
0.83900177;10.36900043;4.10140562;85;54;53;1.000000;1.000000;68264.960938;5191.000000
0.80900180;10.37899971;4.08640575;179;122;125;1.000000;1.000000;68264.960938;2595.000000
0.87300181;10.35099983;4.06640577;108;111;102;1.000000;1.000000;68265.007813;5191.000000
0.85300177;10.36800003;4.05240583;81;48;47;1.000000;1.000000;68265.007813;5191.000000
0.81400180;10.37500000;4.03640556;177;130;124;1.000000;1.000000;68265.007813;3893.000000
0.85100180;10.27099991;4.04240561;147;138;131;2.000000;1.000000;68265.062500;1947.000000
0.75400180;10.35999966;3.97140574;80;76;61;2.000000;1.000000;68265.062500;649.000000
0.84500182;10.36600018;3.94740558;62;58;48;1.000000;1.000000;68265.109375;5191.000000
0.81700182;10.37899971;3.93240571;78;73;48;1.000000;1.000000;68265.109375;3244.000000
0.86900181;10.32999992;3.91840577;127;128;116;1.000000;1.000000;68265.156250;6489.000000
0.84500182;10.37100029;3.89240575;52;58;44;1.000000;1.000000;68265.156250;5191.000000
0.81200182;10.38300037;3.87540579;100;100;81;1.000000;1.000000;68265.156250;649.000000
0.85200179;10.36900043;3.83940578;64;61;54;1.000000;1.000000;68265.210938;4542.000000
0.85900182;10.27999973;3.82740569;138;134;122;1.000000;1.000000;68265.257813;2595.000000
0.87200183;10.33899975;3.80540562;114;113;109;1.000000;1.000000;68265.257813;5191.000000
0.86600178;10.34899998;3.74240565;105;93;100;1.000000;1.000000;68265.312500;5191.000000
0.81800181;10.38099957;3.70940566;113;112;73;2.000000;1.000000;68265.312500;1298.000000
0.80100179;10.38800049;3.64540577;76;79;54;2.000000;1.000000;68265.359375;649.000000
0.88700181;10.29600048;3.66440558;112;165;195;1.000000;1.000000;68265.414063;16871.000000
0.89100182;10.32400036;3.65240574;103;114;118;1.000000;1.000000;68265.414063;16222.000000
0.85300177;10.38700008;3.60940576;55;55;46;1.000000;1.000000;68265.414063;3893.000000
