//X;Y;Z;R;G;B;Number_of_Returns;Return_Number;Time;Intensity
0.85700178;10.37899971;2.23340559;55;55;46;1.000000;1.000000;68265.359375;3893.000000
0.84500182;10.42500019;2.20340562;157;139;125;1.000000;1.000000;68265.359375;9733.000000
0.86800182;10.45899963;2.20340562;150;132;118;1.000000;1.000000;68265.359375;9733.000000
0.89200181;10.49300003;2.20440578;164;146;132;1.000000;1.000000;68265.359375;9733.000000
0.92700177;10.55500031;2.19840574;159;141;127;1.000000;1.000000;68265.359375;9084.000000
1.04800177;10.74300003;2.19140577;139;126;117;1.000000;1.000000;68265.359375;9084.000000
1.06700182;10.77299976;2.18940568;159;146;137;1.000000;1.000000;68265.359375;9733.000000
1.08300185;10.80099964;2.18640566;149;136;127;1.000000;1.000000;68265.359375;9084.000000
1.10500181;10.83199978;2.18540573;144;127;122;1.000000;1.000000;68265.359375;9733.000000
1.12600183;10.86100006;2.18640566;147;129;125;1.000000;1.000000;68265.359375;9733.000000
1.14300179;10.89000034;2.18340564;142;127;120;1.000000;1.000000;68265.359375;9084.000000
1.16800177;10.92000008;2.18540573;141;128;120;1.000000;1.000000;68265.359375;9733.000000
1.19300175;10.94999981;2.18740559;170;157;148;1.000000;1.000000;68265.359375;11680.000000
1.22100174;11.00300026;2.17840576;120;112;98;1.000000;1.000000;68265.359375;12329.000000
1.24800181;11.03299999;2.18140578;97;89;75;1.000000;1.000000;68265.359375;16222.000000
1.28000176;11.08600044;2.17640567;123;115;112;1.000000;1.000000;68265.359375;9733.000000
1.30900180;11.11499977;2.18140578;151;144;141;1.000000;1.000000;68265.359375;7786.000000
1.31900179;11.13899994;2.17440557;117;116;121;1.000000;1.000000;68265.359375;8435.000000
1.34200180;11.16699982;2.17540574;117;119;124;1.000000;1.000000;68265.359375;7138.000000
1.35300183;11.23400021;2.14540577;128;135;145;1.000000;1.000000;68265.359375;5840.000000
1.34900177;11.25399971;2.13140559;127;134;144;1.000000;1.000000;68265.359375;7786.000000
1.34600174;11.27600002;2.11640573;129;136;146;1.000000;1.000000;68265.359375;7786.000000
1.34700179;11.31900024;2.09240556;132;138;150;1.000000;1.000000;68265.359375;8435.000000
1.37300181;11.34500027;2.09540558;135;141;153;1.000000;1.000000;68265.359375;6489.000000
1.39200175;11.36999989;2.09440565;140;146;158;1.000000;1.000000;68265.359375;5840.000000
1.42000175;11.39700031;2.09840560;142;148;160;1.000000;1.000000;68265.359375;5191.000000
0.27600181;9.41899967;2.18840575;165;146;139;1.000000;1.000000;68265.414063;9084.000000
0.33600181;9.51099968;2.19240570;154;135;128;1.000000;1.000000;68265.414063;9084.000000
0.39700180;9.60200024;2.19640565;174;156;146;1.000000;1.000000;68265.414063;9733.000000
0.41300181;9.64000034;2.19040561;163;145;133;1.000000;1.000000;68265.414063;11031.000000
0.49600181;9.76799965;2.19340563;159;141;131;1.000000;1.000000;68265.414063;11031.000000
0.51900178;9.80700016;2.19340563;148;130;120;1.000000;1.000000;68265.414063;14924.000000
0.54000181;9.84599972;2.19140577;172;154;143;1.000000;1.000000;68265.414063;10382.000000
0.57200181;9.88899994;2.19440556;165;147;137;1.000000;1.000000;68265.414063;9733.000000
0.59400183;9.92700005;2.19340563;159;141;131;1.000000;1.000000;68265.414063;9084.000000
0.62100178;9.96599960;2.19440556;163;144;132;1.000000;1.000000;68265.414063;9733.000000
0.69500178;10.08100033;2.19440556;174;155;141;1.000000;1.000000;68265.414063;9733.000000
0.84800178;10.22399998;2.23540568;137;129;108;1.000000;1.000000;68265.414063;3893.000000
0.89200181;10.34399986;2.21040559;124;116;101;1.000000;1.000000;68265.414063;6489.000000
0.89100182;10.36800003;2.19840574;138;121;104;1.000000;1.000000;68265.414063;9084.000000
0.91700178;10.40400028;2.19940567;166;147;130;1.000000;1.000000;68265.414063;8435.000000
0.93800181;10.43599987;2.19940567;161;143;129;1.000000;1.000000;68265.414063;8435.000000
0.98500180;10.50300026;2.19940567;142;124;110;1.000000;1.000000;68265.414063;8435.000000
1.00500178;10.53400040;2.19940567;158;141;125;1.000000;1.000000;68265.414063;9084.000000
1.09300184;10.68299961;2.18640566;143;130;121;1.000000;1.000000;68265.414063;11031.000000
1.13400185;10.74300003;2.18440557;149;135;126;1.000000;1.000000;68265.414063;11031.000000
1.16600180;10.80000019;2.17840576;155;142;133;1.000000;1.000000;68265.414063;11031.000000
1.18700182;10.82800007;2.17840576;145;136;125;1.000000;1.000000;68265.414063;10382.000000
1.21100175;10.85799980;2.17940569;145;137;126;1.000000;1.000000;68265.414063;10382.000000
1.23000181;10.88599968;2.17840576;140;133;122;1.000000;1.000000;68265.414063;9733.000000
1.25500178;10.91600037;2.18040562;142;136;124;1.000000;1.000000;68265.414063;9733.000000
1.29300177;10.94900036;2.18940568;119;112;100;1.000000;1.000000;68265.414063;16871.000000
1.31000185;10.97500038;2.18740559;90;84;72;1.000000;1.000000;68265.414063;16222.000000
1.31400180;10.99899960;2.17840576;85;83;70;1.000000;1.000000;68265.414063;12329.000000
1.33600175;11.02600002;2.17840576;139;132;122;1.000000;1.000000;68265.414063;7786.000000
1.37300181;11.07900047;2.17640567;146;133;127;1.000000;1.000000;68265.414063;7138.000000
1.39000177;11.10400009;2.17340565;169;154;147;1.000000;1.000000;68265.414063;9733.000000
1.38800180;11.12600040;2.16040564;133;126;123;1.000000;1.000000;68265.414063;7138.000000
1.38200176;11.14500046;2.14540577;119;122;130;1.000000;1.000000;68265.414063;6489.000000
1.37900186;11.16600037;2.13040566;121;128;138;1.000000;1.000000;68265.414063;7138.000000
1.36900175;11.18500042;2.11240578;123;130;140;1.000000;1.000000;68265.414063;8435.000000
1.36100185;11.20499992;2.09540558;125;132;142;1.000000;1.000000;68265.414063;8435.000000
1.40200186;11.25599957;2.09540558;127;134;144;1.000000;1.000000;68265.414063;5840.000000
1.42500186;11.28199959;2.09640574;128;136;147;1.000000;1.000000;68265.414063;6489.000000
0.29800180;9.32100010;2.18540573;151;132;125;1.000000;1.000000;68265.460938;9084.000000
0.32800180;9.36900043;2.18640566;162;143;136;1.000000;1.000000;68265.460938;8435.000000
0.50300181;9.63500023;2.19640565;155;137;123;1.000000;1.000000;68265.460938;9084.000000
0.52900177;9.67700005;2.19640565;147;129;115;1.000000;1.000000;68265.460938;9733.000000
0.55100179;9.71700001;2.19440556;124;107;96;1.000000;1.000000;68265.460938;11680.000000
0.55700183;9.74800014;2.18640566;159;145;138;1.000000;1.000000;68265.460938;11031.000000
0.59400183;9.79300022;2.19140577;168;152;140;1.000000;1.000000;68265.460938;11031.000000
0.61900181;9.83300018;2.19140577;164;145;131;1.000000;1.000000;68265.460938;11680.000000
0.63800180;9.86900043;2.18940568;174;154;145;1.000000;1.000000;68265.460938;11031.000000
0.69100177;9.94799995;2.19040561;161;143;133;1.000000;1.000000;68265.460938;11031.000000
0.71200180;9.98400021;2.18940568;172;154;142;1.000000;1.000000;68265.460938;11031.000000
0.87900180;10.21000004;2.20240569;142;125;109;1.000000;1.000000;68265.460938;8435.000000
0.94400179;10.31000042;2.20040560;160;141;126;1.000000;1.000000;68265.460938;9084.000000
0.98300183;10.37399960;2.19740558;162;145;130;1.000000;1.000000;68265.460938;9084.000000
1.01000178;10.40900040;2.19840574;149;138;124;1.000000;1.000000;68265.460938;9084.000000
1.03100181;10.44099998;2.19840574;141;123;109;1.000000;1.000000;68265.460938;9084.000000
1.12300181;10.59200001;2.18840575;146;138;127;1.000000;1.000000;68265.460938;9084.000000
1.14400184;10.62199974;2.18740559;153;145;134;1.000000;1.000000;68265.460938;8435.000000
1.17900181;10.65699959;2.19440556;158;148;138;1.000000;1.000000;68265.460938;12329.000000
1.20000184;10.70899963;2.18340564;122;109;100;1.000000;1.000000;68265.460938;10382.000000
1.22000182;10.73799992;2.18240571;151;137;128;1.000000;1.000000;68265.460938;9733.000000
1.23900175;10.76599979;2.18040562;161;144;136;1.000000;1.000000;68265.460938;9733.000000
1.25900185;10.79500008;2.18040562;148;132;124;1.000000;1.000000;68265.460938;9084.000000
1.27600181;10.82200050;2.17740560;148;131;123;1.000000;1.000000;68265.460938;9084.000000
1.29300177;10.84899998;2.17540574;146;129;121;1.000000;1.000000;68265.460938;9084.000000
1.32100177;10.87899971;2.17940569;139;126;117;1.000000;1.000000;68265.460938;9733.000000
1.34200180;10.90699959;2.17940569;144;131;122;1.000000;1.000000;68265.460938;9084.000000
1.35400176;10.93200016;2.17440557;135;122;113;1.000000;1.000000;68265.460938;8435.000000
1.37900186;10.96000004;2.17640567;142;129;120;1.000000;1.000000;68265.460938;8435.000000
1.39500177;10.98499966;2.17440557;136;123;114;1.000000;1.000000;68265.460938;7786.000000
1.41500175;11.01099968;2.17340565;166;153;144;1.000000;1.000000;68265.460938;9733.000000
1.41600180;11.03299999;2.16240573;146;136;128;1.000000;1.000000;68265.460938;7786.000000
1.40400183;11.05200005;2.14340568;124;107;97;1.000000;1.000000;68265.460938;6489.000000
1.39800179;11.07200050;2.12640572;106;94;87;1.000000;1.000000;68265.460938;7138.000000
1.39800179;11.09300041;2.11440563;142;141;142;1.000000;1.000000;68265.460938;7138.000000
1.39600182;11.13599968;2.08940578;120;124;133;1.000000;1.000000;68265.460938;8435.000000
1.42200184;11.16300011;2.09240556;135;138;145;1.000000;1.000000;68265.460938;5840.000000
1.44800174;11.18900013;2.09540558;140;142;147;1.000000;1.000000;68265.460938;5840.000000
0.32000181;9.22799969;2.18440557;164;145;138;1.000000;1.000000;68265.507813;8435.000000
0.35400179;9.27600002;2.18840575;167;148;141;1.000000;1.000000;68265.507813;8435.000000
0.43900180;9.41100025;2.19040561;156;137;130;1.000000;1.000000;68265.507813;8435.000000
0.49400181;9.49800014;2.19240570;160;141;134;1.000000;1.000000;68265.507813;9733.000000
0.59900182;9.66499996;2.19440556;159;145;134;1.000000;1.000000;68265.507813;11031.000000
0.61900181;9.70199966;2.19240570;153;139;128;1.000000;1.000000;68265.507813;9084.000000
0.64600182;9.74199963;2.19340563;172;158;147;1.000000;1.000000;68265.507813;9733.000000
0.78000182;9.96500015;2.18840575;170;151;137;1.000000;1.000000;68265.507813;11031.000000
0.84100181;10.04199982;2.19440556;174;156;144;1.000000;1.000000;68265.507813;11680.000000
0.97500181;10.24800014;2.19240570;140;123;107;1.000000;1.000000;68265.507813;11031.000000
1.00700176;10.28299999;2.19740558;167;150;134;1.000000;1.000000;68265.515625;11031.000000
1.03000176;10.31700039;2.19740558;167;150;132;1.000000;1.000000;68265.515625;10382.000000
1.04400182;10.34599972;2.19240570;161;143;129;1.000000;1.000000;68265.515625;9733.000000
1.07200181;10.38099957;2.19640565;154;136;122;1.000000;1.000000;68265.515625;9733.000000
1.08800185;10.40900040;2.19240570;156;143;137;1.000000;1.000000;68265.515625;9733.000000
1.10800183;10.43999958;2.19240570;149;136;130;1.000000;1.000000;68265.515625;9084.000000
1.13400185;10.47299957;2.19340563;157;144;138;1.000000;1.000000;68265.515625;9733.000000
1.17100179;10.53199959;2.19040561;164;151;145;1.000000;1.000000;68265.515625;9733.000000
1.18200183;10.55900002;2.18440557;139;125;120;1.000000;1.000000;68265.515625;8435.000000
1.20900178;10.59000015;2.18740559;147;134;128;1.000000;1.000000;68265.515625;9084.000000
1.22200179;10.61800003;2.18240571;150;141;134;1.000000;1.000000;68265.515625;9084.000000
1.24500179;10.64700031;2.18340564;153;148;140;1.000000;1.000000;68265.515625;9084.000000
1.27400184;10.67899990;2.18740559;143;142;132;1.000000;1.000000;68265.515625;11031.000000
1.29800177;10.70800018;2.18940568;91;93;82;1.000000;1.000000;68265.515625;12977.000000
1.36000180;10.74800014;2.21240568;93;106;80;1.000000;1.000000;68265.515625;15573.000000
1.32300174;10.76000023;2.17940569;49;46;37;1.000000;1.000000;68265.515625;12977.000000
1.33400178;10.78499985;2.17440557;116;109;101;1.000000;1.000000;68265.515625;11680.000000
1.35200179;10.81200027;2.17140555;128;121;115;1.000000;1.000000;68265.515625;7138.000000
1.38100183;10.84200001;2.17640567;144;137;131;1.000000;1.000000;68265.515625;4542.000000
1.40400183;10.86800003;2.17840576;144;137;131;1.000000;1.000000;68265.515625;6489.000000
1.41800177;10.89500046;2.17440557;146;139;133;1.000000;1.000000;68265.515625;6489.000000
1.43500185;10.92000008;2.17240572;152;145;139;1.000000;1.000000;68265.515625;5840.000000
1.43600178;10.94200039;2.16040564;150;143;137;1.000000;1.000000;68265.515625;6489.000000
1.43800175;10.96399975;2.14940572;151;142;135;1.000000;1.000000;68265.515625;6489.000000
1.42700183;10.98200035;2.13140559;112;99;90;1.000000;1.000000;68265.515625;7138.000000
1.41700184;11.00199986;2.11340570;132;123;115;1.000000;1.000000;68265.515625;8435.000000
1.41600180;11.02299976;2.09940577;122;114;108;1.000000;1.000000;68265.515625;7138.000000
1.41400182;11.04399967;2.08640575;137;128;123;1.000000;1.000000;68265.515625;9084.000000
1.44300175;11.07200050;2.09140563;142;135;129;1.000000;1.000000;68265.515625;5191.000000
1.48800182;11.12300014;2.09440565;138;131;125;1.000000;1.000000;68265.515625;5840.000000
0.38800180;9.22000027;2.18540573;149;130;123;1.000000;1.000000;68265.562500;8435.000000
0.45200181;9.31400013;2.19040561;171;152;145;1.000000;1.000000;68265.562500;8435.000000
0.47900179;9.35599995;2.19140577;160;141;134;1.000000;1.000000;68265.562500;10382.000000
0.53400183;9.44299984;2.19240570;158;139;132;1.000000;1.000000;68265.562500;9733.000000
0.56300181;9.48600006;2.19440556;161;142;135;1.000000;1.000000;68265.562500;9084.000000
0.58800179;9.52700043;2.19340563;157;138;131;1.000000;1.000000;68265.562500;9733.000000
0.63900179;9.60700035;2.19440556;161;143;133;1.000000;1.000000;68265.562500;9733.000000
0.70800179;9.72200012;2.19240570;155;141;130;1.000000;1.000000;68265.562500;9084.000000
1.12500179;10.34700012;2.19240570;159;146;140;1.000000;1.000000;68265.562500;9084.000000
1.14700174;10.37800026;2.19240570;153;140;134;1.000000;1.000000;68265.562500;9084.000000
1.16500175;10.40799999;2.18940568;159;146;140;1.000000;1.000000;68265.562500;9084.000000
1.18200183;10.43700027;2.18740559;158;145;139;1.000000;1.000000;68265.562500;9084.000000
1.20500183;10.46700001;2.18840575;155;142;136;1.000000;1.000000;68265.562500;9733.000000
1.22700179;10.49800014;2.18740559;154;141;135;1.000000;1.000000;68265.562500;9733.000000
1.23800182;10.52299976;2.18240571;151;138;132;1.000000;1.000000;68265.562500;9084.000000
1.26100183;10.55500031;2.18340564;157;145;140;1.000000;1.000000;68265.562500;9733.000000
1.28000176;10.58199978;2.18140578;163;155;149;1.000000;1.000000;68265.562500;9084.000000
1.30200183;10.61100006;2.18240571;141;139;127;1.000000;1.000000;68265.562500;9084.000000
1.33200181;10.64299965;2.18740559;112;115;100;1.000000;1.000000;68265.562500;12977.000000
1.38000178;10.69999981;2.19040561;73;85;63;1.000000;1.000000;68265.562500;16222.000000
1.39300179;10.72599983;2.18540573;73;81;62;1.000000;1.000000;68265.562500;16871.000000
1.39300179;10.74699974;2.17440557;96;91;79;1.000000;1.000000;68265.562500;11680.000000
1.41300178;10.77499962;2.17340565;152;142;136;1.000000;1.000000;68265.562500;10382.000000
1.43400180;10.80099964;2.17440557;156;149;143;1.000000;1.000000;68265.562500;7138.000000
1.45200181;10.82800007;2.17240572;151;144;138;1.000000;1.000000;68265.562500;6489.000000
1.46500182;10.85200024;2.16740561;145;138;132;1.000000;1.000000;68265.562500;7138.000000
1.45800185;10.87100029;2.15240574;137;127;118;1.000000;1.000000;68265.562500;7786.000000
1.45600176;10.89299965;2.13840556;131;118;109;1.000000;1.000000;68265.562500;7786.000000
1.44100177;10.91100025;2.11740565;120;107;99;1.000000;1.000000;68265.562500;7138.000000
1.43600178;10.93099976;2.10240579;118;105;96;1.000000;1.000000;68265.562500;7138.000000
1.43800175;10.95300007;2.09040570;123;113;105;1.000000;1.000000;68265.562500;7786.000000
1.45900178;10.97799969;2.09140563;136;128;121;1.000000;1.000000;68265.562500;5191.000000
1.48000181;11.00399971;2.09040570;146;139;133;1.000000;1.000000;68265.562500;5191.000000
1.50500178;11.03100014;2.09440565;142;135;129;1.000000;1.000000;68265.562500;4542.000000
0.40500179;9.14700031;2.17940569;166;147;140;1.000000;1.000000;68265.609375;7786.000000
0.43400180;9.19200039;2.18140578;154;135;128;1.000000;1.000000;68265.609375;8435.000000
0.47000179;9.24100018;2.18640566;173;154;147;1.000000;1.000000;68265.609375;8435.000000
0.49500179;9.28400040;2.18540573;171;152;145;1.000000;1.000000;68265.609375;10382.000000
0.53400183;9.33100033;2.19240570;162;144;136;1.000000;1.000000;68265.609375;9733.000000
0.70900178;9.61400032;2.19140577;171;153;143;1.000000;1.000000;68265.609375;9733.000000
0.75900179;9.69099998;2.19240570;162;145;135;1.000000;1.000000;68265.609375;9733.000000
0.78200179;9.72799969;2.19140577;139;125;114;1.000000;1.000000;68265.609375;8435.000000
0.80400181;9.76500034;2.19040561;165;151;140;1.000000;1.000000;68265.609375;9733.000000
0.82700181;9.80099964;2.18940568;145;131;120;1.000000;1.000000;68265.609375;9084.000000
0.85400182;9.83899975;2.19140577;157;137;126;1.000000;1.000000;68265.609375;10382.000000
0.91300178;9.91499996;2.19740558;160;141;127;1.000000;1.000000;68265.609375;10382.000000
1.09200180;10.18299961;2.19440556;171;154;138;1.000000;1.000000;68265.609375;9733.000000
1.22700179;10.39400005;2.18440557;152;139;133;1.000000;1.000000;68265.609375;9084.000000
1.26200175;10.45199966;2.17940569;152;139;133;1.000000;1.000000;68265.609375;8435.000000
1.28400183;10.48099995;2.17940569;147;134;128;1.000000;1.000000;68265.609375;8435.000000
1.30000186;10.50899982;2.17740560;148;135;129;1.000000;1.000000;68265.609375;9084.000000
1.32600176;10.53900051;2.17940569;161;149;143;1.000000;1.000000;68265.609375;8435.000000
1.36100185;10.57100010;2.18740559;135;131;118;1.000000;1.000000;68265.609375;12329.000000
1.36900175;10.59500027;2.18040562;80;76;61;1.000000;1.000000;68265.609375;14924.000000
1.39100182;10.62399960;2.18040562;67;66;44;1.000000;1.000000;68265.609375;16222.000000
1.40300179;10.64900017;2.17540574;122;121;100;1.000000;1.000000;68265.609375;11031.000000
1.43400180;10.70100021;2.16940570;130;124;114;1.000000;1.000000;68265.609375;9733.000000
1.45800185;10.72799969;2.17140555;158;147;145;1.000000;1.000000;68265.609375;7138.000000
1.47300184;10.75399971;2.16740561;150;138;142;1.000000;1.000000;68265.609375;7138.000000
1.48300183;10.77700043;2.16140556;140;127;123;1.000000;1.000000;68265.609375;5840.000000
1.48100185;10.79800034;2.14840555;148;139;134;1.000000;1.000000;68265.609375;5840.000000
1.47400177;10.81799984;2.13240576;130;120;112;1.000000;1.000000;68265.609375;5840.000000
1.47600186;10.84000015;2.12140560;128;115;106;1.000000;1.000000;68265.609375;5840.000000
1.47800183;10.86100006;2.10940576;153;140;131;1.000000;1.000000;68265.609375;6489.000000
1.46400177;10.88000011;2.08940578;124;111;108;1.000000;1.000000;68265.609375;9084.000000
1.48300183;10.90499973;2.08840561;140;129;125;1.000000;1.000000;68265.609375;4542.000000
1.51100183;10.93299961;2.09240556;139;131;125;1.000000;1.000000;68265.609375;4542.000000
1.52800179;10.95600033;2.09140563;141;134;128;1.000000;1.000000;68265.617188;5191.000000
0.37000179;8.98000050;2.17640567;164;145;138;1.000000;1.000000;68265.664063;8435.000000
0.48200181;9.15999985;2.17940569;164;145;138;1.000000;1.000000;68265.664063;8435.000000
0.57900178;9.29800034;2.18740559;164;145;138;1.000000;1.000000;68265.664063;10382.000000
0.65800178;9.42199993;2.18940568;152;134;124;1.000000;1.000000;68265.664063;9733.000000
0.68900180;9.46300030;2.19240570;137;119;109;1.000000;1.000000;68265.664063;8435.000000
0.78400183;9.61800003;2.19040561;159;141;131;1.000000;1.000000;68265.664063;9084.000000
0.81000179;9.65499973;2.19140577;164;146;136;1.000000;1.000000;68265.664063;9733.000000
0.83100182;9.69200039;2.19040561;165;147;137;1.000000;1.000000;68265.664063;10382.000000
0.85600179;9.72799969;2.19040561;158;142;129;1.000000;1.000000;68265.664063;9733.000000
0.88100183;9.76399994;2.19140577;159;143;130;1.000000;1.000000;68265.664063;10382.000000
0.97900182;9.90799999;2.19340563;159;140;124;1.000000;1.000000;68265.664063;9084.000000
1.00700176;9.94299984;2.19640565;165;146;129;1.000000;1.000000;68265.664063;9084.000000
1.03300178;9.97799969;2.19740558;171;152;137;1.000000;1.000000;68265.664063;9733.000000
1.05100179;10.01099968;2.19540572;165;146;131;1.000000;1.000000;68265.664063;10382.000000
1.07300174;10.04300022;2.19440556;173;154;139;1.000000;1.000000;68265.664063;9733.000000
1.10300183;10.07800007;2.19840574;171;153;139;1.000000;1.000000;68265.664063;9733.000000
1.11600184;10.10799980;2.19340563;126;108;94;1.000000;1.000000;68265.664063;9084.000000
1.15200186;10.16899967;2.18840575;152;139;133;1.000000;1.000000;68265.664063;9084.000000
1.20200181;10.23299980;2.19140577;161;148;142;1.000000;1.000000;68265.664063;9733.000000
1.24000180;10.29199982;2.18940568;167;154;148;1.000000;1.000000;68265.664063;10382.000000
1.25500178;10.31999969;2.18540573;160;147;141;1.000000;1.000000;68265.664063;9084.000000
1.26600182;10.34700012;2.17940569;142;129;123;1.000000;1.000000;68265.664063;8435.000000
1.28900182;10.37699986;2.18040562;150;138;132;1.000000;1.000000;68265.664063;9084.000000
1.30900180;10.40600014;2.17940569;148;138;132;1.000000;1.000000;68265.664063;9084.000000
1.32600176;10.43400002;2.17640567;149;140;133;1.000000;1.000000;68265.664063;9084.000000
1.35000181;10.46300030;2.17840576;164;157;149;1.000000;1.000000;68265.664063;9084.000000
1.36900175;10.49100018;2.17640567;152;145;137;1.000000;1.000000;68265.664063;9084.000000
1.39400184;10.52000046;2.17940569;125;118;110;1.000000;1.000000;68265.664063;10382.000000
1.42900181;10.55099964;2.18740559;104;98;90;1.000000;1.000000;68265.664063;18168.000000
1.43300176;10.57499981;2.17740560;86;83;72;1.000000;1.000000;68265.664063;11680.000000
1.44000185;10.59799957;2.16940570;130;126;116;1.000000;1.000000;68265.664063;6489.000000
1.46300185;10.62600040;2.17040563;144;137;134;1.000000;1.000000;68265.664063;5191.000000
1.48400176;10.65299988;2.17140555;143;134;133;1.000000;1.000000;68265.664063;5840.000000
1.50900185;10.70199966;2.16140556;141;131;125;1.000000;1.000000;68265.664063;5840.000000
1.50000179;10.72099972;2.14440560;159;147;141;1.000000;1.000000;68265.664063;6489.000000
1.49700177;10.74199963;2.12940574;123;110;104;1.000000;1.000000;68265.664063;6489.000000
1.49700177;10.76300049;2.11740565;135;122;116;1.000000;1.000000;68265.664063;6489.000000
1.49000180;10.78199959;2.10140562;141;128;122;1.000000;1.000000;68265.664063;6489.000000
1.49200177;10.80500031;2.09040570;121;108;100;1.000000;1.000000;68265.664063;6489.000000
1.50300181;10.82800007;2.08440566;153;144;137;1.000000;1.000000;68265.664063;8435.000000
1.52700186;10.85400009;2.08640575;135;128;122;1.000000;1.000000;68265.664063;5840.000000
1.55100179;10.88099957;2.08840561;154;147;141;1.000000;1.000000;68265.664063;5191.000000
0.45200181;9.00199986;2.17740560;164;145;138;1.000000;1.000000;68265.710938;8435.000000
0.48500180;9.04899979;2.18040562;171;152;145;1.000000;1.000000;68265.710938;8435.000000
0.51300180;9.09300041;2.18140578;166;147;140;1.000000;1.000000;68265.710938;7786.000000
0.56500179;9.17899990;2.18140578;153;134;127;1.000000;1.000000;68265.710938;9084.000000
0.59300178;9.22200012;2.18240571;162;143;136;1.000000;1.000000;68265.710938;9084.000000
0.63100183;9.26900005;2.18840575;164;145;138;1.000000;1.000000;68265.710938;10382.000000
0.73500180;9.43099976;2.19040561;149;131;121;1.000000;1.000000;68265.710938;9733.000000
0.76300180;9.47200012;2.19240570;172;154;144;1.000000;1.000000;68265.710938;9733.000000
0.78700179;9.51000023;2.19140577;171;153;143;1.000000;1.000000;68265.710938;9733.000000
0.83600181;9.58500004;2.19240570;167;149;139;1.000000;1.000000;68265.710938;10382.000000
0.84900182;9.61699963;2.18640566;141;123;113;1.000000;1.000000;68265.710938;8435.000000
0.98100179;9.80200005;2.19340563;162;142;126;1.000000;1.000000;68265.710938;9733.000000
1.02800179;9.87100029;2.19340563;169;150;135;1.000000;1.000000;68265.710938;9733.000000
1.05400181;9.90699959;2.19540572;166;147;132;1.000000;1.000000;68265.710938;9733.000000
1.12000179;10.00500011;2.19440556;169;150;135;1.000000;1.000000;68265.710938;10382.000000
1.22100174;10.15999985;2.18840575;159;146;140;1.000000;1.000000;68265.710938;9084.000000
1.24000180;10.18900013;2.18740559;159;146;140;1.000000;1.000000;68265.710938;9084.000000
1.26800179;10.22200012;2.19040561;160;147;141;1.000000;1.000000;68265.710938;9733.000000
1.34100175;10.33600044;2.18340564;183;168;163;1.000000;1.000000;68265.710938;11031.000000
1.35200179;10.36200047;2.17740560;130;117;111;1.000000;1.000000;68265.710938;8435.000000
1.36600184;10.38899994;2.17340565;146;134;128;1.000000;1.000000;68265.710938;9084.000000
1.39000177;10.41800022;2.17440557;150;138;132;1.000000;1.000000;68265.710938;9084.000000
1.43600178;10.47500038;2.17740560;146;136;130;1.000000;1.000000;68265.710938;11031.000000
1.45700181;10.50300026;2.17740560;152;143;136;1.000000;1.000000;68265.710938;7786.000000
1.47100174;10.52799988;2.17340565;150;141;137;1.000000;1.000000;68265.710938;8435.000000
1.48900175;10.55399990;2.17240572;158;149;150;1.000000;1.000000;68265.710938;7786.000000
1.50900185;10.58100033;2.17140555;150;141;142;1.000000;1.000000;68265.710938;7138.000000
1.52400184;10.60599995;2.16740561;148;140;138;1.000000;1.000000;68265.710938;4542.000000
1.52700186;10.62800026;2.15740561;142;131;130;1.000000;1.000000;68265.710938;5840.000000
1.52100182;10.64799976;2.14240575;128;114;112;1.000000;1.000000;68265.710938;6489.000000
1.52100182;10.66899967;2.13040566;143;131;124;1.000000;1.000000;68265.710938;6489.000000
1.51600182;10.68999958;2.11440563;147;134;128;1.000000;1.000000;68265.710938;7786.000000
1.50500178;10.70800018;2.09540558;142;129;123;1.000000;1.000000;68265.710938;8435.000000
1.50700176;10.73000050;2.08440566;141;128;122;1.000000;1.000000;68265.710938;9084.000000
1.52900183;10.75599957;2.08540559;154;141;135;1.000000;1.000000;68265.710938;8435.000000
1.55300176;10.78199959;2.08740568;146;133;127;1.000000;1.000000;68265.710938;6489.000000
0.47600180;8.93599987;2.17540574;162;143;136;1.000000;1.000000;68265.757813;8435.000000
0.50500178;8.98200035;2.17640567;160;141;134;1.000000;1.000000;68265.757813;7786.000000
0.58400178;9.11100006;2.17640567;150;131;124;1.000000;1.000000;68265.757813;9084.000000
0.61600178;9.15499973;2.18040562;159;140;133;1.000000;1.000000;68265.757813;9084.000000
0.67500180;9.24100018;2.18340564;153;134;127;1.000000;1.000000;68265.757813;9733.000000
0.70600182;9.28299999;2.18740559;157;138;131;1.000000;1.000000;68265.757813;9733.000000
0.78300178;9.40400028;2.18740559;149;130;123;1.000000;1.000000;68265.757813;9084.000000
0.83300179;9.47900009;2.18940568;132;114;100;1.000000;1.000000;68265.757813;10382.000000
0.86400181;9.52000046;2.19240570;175;156;149;1.000000;1.000000;68265.757813;9733.000000
0.88900179;9.55700016;2.19240570;159;141;131;1.000000;1.000000;68265.757813;9733.000000
0.93700182;9.63000011;2.19240570;153;135;125;1.000000;1.000000;68265.765625;9733.000000
0.96400177;9.66699982;2.19440556;159;141;131;1.000000;1.000000;68265.765625;10382.000000
1.09600174;9.87100029;2.19040561;165;146;132;1.000000;1.000000;68265.765625;9084.000000
1.12600183;9.90499973;2.19440556;158;139;124;1.000000;1.000000;68265.765625;9733.000000
1.18800175;10.00100040;2.19140577;157;138;123;1.000000;1.000000;68265.765625;9733.000000
